"id","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21,0.550028602381798,0.54991519764748,0.549901115737906,0.549900377663341,0.549900377663341,0.549900691176007,0.595181930795543,0.595182941322761,0.595182941322761,0.595182941322761,0.595182941322761,0.595182941322761,0,0,0,0,0,0,0,0,0,0,0,0,0.00374086996661658,0.122238887494272,0.0448934723246473,0.0415847586985985,0.0415847586985985,0.0427834137250372,0,0,0,0,0,0,0.00607434132086716,0.00689349578560685,0.00699626170929021,0.00700221601388932,0.00700221601388932,0.00700005029506752,0.0353981011488758,0.0353951931019051,0.0353951931019051,0.0353951931019051,0.0353951931019051,0.0353951931019051,0.00981521128748374,0.129132383279878,0.0518897340339375,0.0485869747124878,0.0485869747124878,0.0497834640201047,0.0353981011488758,0.0353951931019051,0.0353951931019051,0.0353951931019051,0.0353951931019051,0.0353951931019051,0,0,0,0,0,0,0,0,0,0,0,0,-0.00374086996661658,-0.122238887494272,-0.0448934723246473,-0.0415847586985985,-0.0415847586985985,-0.0427834137250372,0,0,0,0,0,0,0.00582267490044457,0.00670325728567167,0.00681543417910513,0.00682194066174857,0.00682194066174857,0.00681957111329975,0.0350226388716079,0.0350190330638647,0.0350190330638647,0.0350190330638647,0.0350190330638647,0.0350190330638647,0.916613491500392,0.91721628704428,0.917291138525501,0.917295061713201,0.917295061713201,0.917293395256866,0.845156730826667,0.845150753182988,0.845150753182988,0.845150753182988,0.845150753182988,0.845150753182988,0,0,0,0,0,0,0,0,0,0,0,0
22,0.552266193830384,0.552131254161,0.552114406677692,0.552113504418384,0.552113503480743,0.552113876169407,0.598176355989899,0.598177543354743,0.598177543354743,0.598177543354743,0.598177543354743,0.598177543354743,0,0,0,0,0,0,0,0,0,0,0,0,0.00253342516286352,0.123769827947419,0.0425417876191271,0.0390307787789386,0.038998357931723,0.0402438041332838,0,0,0,0,0,0,0.00732084258781378,0.00815483301147233,0.00826095118603583,0.0082673623781947,0.0082674275832334,0.00826513887938939,0.0398178353727326,0.0398149218628817,0.0398149218628817,0.0398149218628817,0.0398149218628817,0.0398149218628817,0.0098542677506773,0.131924660958891,0.0508027388051629,0.0472981411571333,0.0472657855149564,0.0485089430126732,0.0398178353727326,0.0398149218628817,0.0398149218628817,0.0398149218628817,0.0398149218628817,0.0398149218628817,0,0,0,0,0,0,0,0,0,0,0,0,-0.00253342516286352,-0.123769827947419,-0.0425417876191271,-0.0390307787789386,-0.038998357931723,-0.0402438041332838,0,0,0,0,0,0,0.00701287827148166,0.00792953724261123,0.00804802407801722,0.00805518747370345,0.00805525971547105,0.00805269848764145,0.039395561846354,0.0393917914542016,0.0393917914542016,0.0393917914542016,0.0393917914542016,0.0393917914542016,0.904719718613691,0.905436981714635,0.905526533424488,0.90553132932559,0.905531334309563,0.905529353307031,0.82744359403989,0.827436570335995,0.827436570335995,0.827436570335995,0.827436570335995,0.827436570335995,0,0,0,0,0,0,0,0,0,0,0,0
23,0.554475516587192,0.554318190195747,0.554298423866311,0.55429734269784,0.554297340041939,0.554297775539231,0.600969258115562,0.600970629900292,0.600970629900292,0.600970629900292,0.600970629900292,0.600970629900292,0,0,0,0,0,0,0,0,0,0,0,0,0.00170667802082793,0.125656978889648,0.0404097399747492,0.0367451229539332,0.0367140696167767,0.0379709607413448,0,0,0,0,0,0,0.00855245273712053,0.00939918096576169,0.00950858039858853,0.0095153566719091,0.00951541977400605,0.00951308007985917,0.0439401338273293,0.0439372342120409,0.0439372342120409,0.0439372342120409,0.0439372342120409,0.0439372342120409,0.0102591307579485,0.13505615985541,0.0499183203733378,0.0462604796258423,0.0462294893907827,0.047484040821204,0.0439401338273293,0.0439372342120409,0.0439372342120409,0.0439372342120409,0.0439372342120409,0.0439372342120409,0,0,0,0,0,0,0,0,0,0,0,0,-0.00170667802082793,-0.125656978889648,-0.0404097399747492,-0.0367451229539332,-0.0367140696167767,-0.0379709607413448,0,0,0,0,0,0,0.00818728945461223,0.00913915428065851,0.0092641293913808,0.00927187331494569,0.00927194478449911,0.00926926530637042,0.0434742180115249,0.0434702942056675,0.0434702942056675,0.0434702942056675,0.0434702942056675,0.0434702942056675,0.892976206133115,0.893812464409897,0.893917531057902,0.893923277939113,0.893923292056383,0.893920977198641,0.810922541025376,0.810914426409386,0.810914426409386,0.810914426409386,0.810914426409386,0.810914426409386,0,0,0,0,0,0,0,0,0,0,0,0
24,0.556656944743879,0.556476382612686,0.556453561753673,0.556452284979097,0.556452280623175,0.556452781751837,0.603574198250913,0.603575761522994,0.603575761522994,0.603575761522994,0.603575761522994,0.603575761522994,0,0,0,0,0,0,0,0,0,0,0,0,0.00114547109312465,0.126837780472144,0.0385786241549911,0.0346763084230514,0.0346465301269429,0.0359132971247266,0,0,0,0,0,0,0.00976941047517451,0.0106280590884508,0.0107391978922347,0.0107465060731013,0.0107465671181468,0.0107441810431291,0.047785012317477,0.0477821441653555,0.0477821441653555,0.0477821441653555,0.0477821441653555,0.0477821441653555,0.0109148815682992,0.137465839560595,0.0493178220472258,0.0454228144961527,0.0453930972450898,0.0466574781678557,0.047785012317477,0.0477821441653555,0.0477821441653555,0.0477821441653555,0.0477821441653555,0.0477821441653555,0,0,0,0,0,0,0,0,0,0,0,0,-0.00114547109312465,-0.126837780472144,-0.0385786241549911,-0.0346763084230514,-0.0346465301269429,-0.0359132971247266,0,0,0,0,0,0,0.00934619430591526,0.010333785850962,0.0104637437464405,0.0104722845763063,0.0104723552918751,0.0104695580452471,0.0472784094372216,0.047274342636624,0.047274342636624,0.047274342636624,0.047274342636624,0.047274342636624,0.881380965598619,0.882340731949933,0.882462034752709,0.882468821365538,0.882468844519165,0.882466180802115,0.795513352969584,0.795504105634817,0.795504105634817,0.795504105634817,0.795504105634817,0.795504105634817,0,0,0,0,0,0,0,0,0,0,0,0
25,0.558810845570582,0.55860620733438,0.558580207357839,0.55857871787191,0.55857871088882,0.558579281405883,0.606003824909896,0.606005586256644,0.606005586256644,0.606005586256644,0.606005586256644,0.606005586256644,0,0,0,0,0,0,0,0,0,0,0,0,0.00076712384149131,0.128433109626242,0.0368695251078703,0.0328078574742712,0.0327506853634729,0.0340548684881831,0,0,0,0,0,0,0.0109719496098037,0.0118403044684931,0.0119533634689792,0.0119610467852887,0.0119611677456714,0.0119586778061078,0.0513711396935868,0.0513683189374135,0.0513683189374135,0.0513683189374135,0.0513683189374135,0.0513683189374135,0.011739073451295,0.140273414094735,0.0488228885768495,0.0447689042595599,0.0447118531091443,0.0460135462942909,0.0513711396935868,0.0513683189374135,0.0513683189374135,0.0513683189374135,0.0513683189374135,0.0513683189374135,0,0,0,0,0,0,0,0,0,0,0,0,-0.00076712384149131,-0.128433109626242,-0.0368695251078703,-0.0328078574742712,-0.0327506853634729,-0.0340548684881831,0,0,0,0,0,0,0.0104898773593385,0.0115120898546243,0.0116474450979432,0.0116566318487959,0.0116567746297301,0.0116537872281765,0.0508266056546135,0.0508224055770897,0.0508224055770897,0.0508224055770897,0.0508224055770897,0.0508224055770897,0.86993204480949,0.871019786142636,0.871157987339393,0.871165904605685,0.871165941723852,0.871162909177234,0.781141209216421,0.781130790196457,0.781130790196457,0.781130790196457,0.781130790196457,0.781130790196457,0,0,0,0,0,0,0,0,0,0,0,0
26,0.560937577432317,0.560708050202604,0.560678741552289,0.560677022035821,0.560677011656116,0.560677656099117,0.60826993545114,0.608271901012034,0.608271901012034,0.608271901012034,0.608271901012034,0.608271901012034,0,0,0,0,0,0,0,0,0,0,0,0,0.000514175514123604,0.130325154025491,0.0353663568721868,0.0310969518323846,0.0310420003653963,0.0323808531113897,0,0,0,0,0,0,0.0121604398075996,0.013036293235349,0.0131511163864158,0.0131592723749306,0.0131593893505259,0.013156802868674,0.0547159284943565,0.0547131695716029,0.0547131695716029,0.0547131695716029,0.0547131695716029,0.0547131695716029,0.0126746153217232,0.14336144726084,0.0485174732586026,0.0442562242073152,0.0442013897159221,0.0455376559800637,0.0547159284943565,0.0547131695716029,0.0547131695716029,0.0547131695716029,0.0547131695716029,0.0547131695716029,0,0,0,0,0,0,0,0,0,0,0,0,-0.000514175514123604,-0.130325154025491,-0.0353663568721868,-0.0310969518323846,-0.0310420003653963,-0.0323808531113897,0,0,0,0,0,0,0.0116187847942666,0.0126744337166035,0.0128152195411952,0.0128251959967818,0.0128253372971906,0.0128221606410168,0.054136033326363,0.054131709035758,0.054131709035758,0.054131709035758,0.054131709035758,0.054131709035758,0.858627538899635,0.859847576070962,0.860003364309551,0.860012504288326,0.86001255946098,0.86000913396581,0.767736324009514,0.767724696987058,0.767724696987058,0.767724696987058,0.767724696987058,0.767724696987058,0,0,0,0,0,0,0,0,0,0,0,0
27,0.563037494364355,0.562782291523702,0.562749541742768,0.562747573348637,0.562747559607253,0.56274828154045,0.610383533354673,0.610385708851491,0.610385708851491,0.610385708851491,0.610385708851491,0.610385708851491,0,0,0,0,0,0,0,0,0,0,0,0,0.000344355509802556,0.132572762892266,0.0340254803037718,0.0295589907572966,0.0295060812531346,0.0308502385751476,0,0,0,0,0,0,0.0133348217297233,0.0142161832988225,0.0143327493538985,0.0143413481407304,0.0143414612157339,0.0143388453480762,0.0578356194896968,0.0578329354715278,0.0578329354715278,0.0578329354715278,0.0578329354715278,0.0578329354715278,0.0136791772395259,0.146788946191089,0.0483582296576703,0.043900338898027,0.0438475424688685,0.0451890839232239,0.0578356194896968,0.0578329354715278,0.0578329354715278,0.0578329354715278,0.0578329354715278,0.0578329354715278,0,0,0,0,0,0,0,0,0,0,0,0,-0.000344355509802556,-0.132572762892266,-0.0340254803037718,-0.0295589907572966,-0.0295060812531346,-0.0308502385751476,0,0,0,0,0,0,0.0127328739850619,0.0138209341137002,0.0139673459669259,0.0139781086150696,0.0139782484721646,0.0139749567839251,0.0572227598828649,0.0572183198330617,0.0572183198330617,0.0572183198330617,0.0572183198330617,0.0572183198330617,0.847465566017415,0.848822080241087,0.848996159587322,0.849006622459248,0.849006695500685,0.849002858111387,0.755233607679152,0.755220738807761,0.755220738807761,0.755220738807761,0.755220738807761,0.755220738807761,0,0,0,0,0,0,0,0,0,0,0,0
28,0.565110945148227,0.564829306682445,0.564792978697199,0.564790741713359,0.564790724644567,0.564791526811763,0.612354881644325,0.612357272409254,0.612357272409254,0.612357272409254,0.612357272409254,0.612357272409254,0,0,0,0,0,0,0,0,0,0,0,0,0.000231101581760606,0.135115610551109,0.0328078574742712,0.0281297307140841,0.0280787590172383,0.0294268501790825,0,0,0,0,0,0,0.0144954558193997,0.0153802694097227,0.0154985468006158,0.0155076178386269,0.0155077270803481,0.0155050861169231,0.0607453605343793,0.0607427632440592,0.0607427632440592,0.0607427632440592,0.0607427632440592,0.0607427632440592,0.0147265574011603,0.150495879960832,0.048306404274887,0.043637348552711,0.0435864860975864,0.0449319362960056,0.0607453605343793,0.0607427632440592,0.0607427632440592,0.0607427632440592,0.0607427632440592,0.0607427632440592,0,0,0,0,0,0,0,0,0,0,0,0,-0.000231101581760606,-0.135115610551109,-0.0328078574742712,-0.0281297307140841,-0.0280787590172383,-0.0294268501790825,0,0,0,0,0,0,0.0138325856467685,0.0149518718420599,0.0151041006267372,0.0151157190616785,0.0151158574955339,0.0151124514064298,0.0601017715303587,0.0600972236063242,0.0600972236063242,0.0600972236063242,0.0600972236063242,0.0600972236063242,0.836444272237126,0.837941303319494,0.838134402379744,0.838146292922925,0.838146383650989,0.838142119783044,0.743572350628947,0.743558208366755,0.743558208366755,0.743558208366755,0.743558208366755,0.743558208366755,0,0,0,0,0,0,0,0,0,0,0,0
29,0.567158270136645,0.566849444468001,0.566809416607539,0.566806892535797,0.566806871217319,0.566807757309409,0.614193552715183,0.614196163717038,0.614196163717038,0.614196163717038,0.614196163717038,0.614196163717038,0,0,0,0,0,0,0,0,0,0,0,0,0.000155623097853588,0.136829333485724,0.031678311385779,0.0268516573716974,0.0267778755777831,0.0281552427660573,0,0,0,0,0,0,0.0156425551452601,0.016530051553379,0.0166487852180942,0.0166581803632111,0.016658343841006,0.0166556235880381,0.0634592801152632,0.0634567802368081,0.0634567802368081,0.0634567802368081,0.0634567802368081,0.0634567802368081,0.0157981782431137,0.153359385039103,0.0483270966038732,0.0435098377349085,0.0434362194187891,0.0448108663540954,0.0634592801152632,0.0634567802368081,0.0634567802368081,0.0634567802368081,0.0634567802368081,0.0634567802368081,0,0,0,0,0,0,0,0,0,0,0,0,-0.000155623097853588,-0.136829333485724,-0.031678311385779,-0.0268516573716974,-0.0267778755777831,-0.0281552427660573,0,0,0,0,0,0,0.0149181975729721,0.016069059062243,0.0162257572323294,0.0162380792702991,0.0162382899543501,0.0162346959703857,0.0627870460096487,0.0627823975657184,0.0627823975657184,0.0627823975657184,0.0627823975657184,0.0627823975657184,0.825561848435898,0.827203391339883,0.827416156847979,0.827429573388371,0.827429686705367,0.827424976740067,0.732695928587958,0.732680483542579,0.732680483542579,0.732680483542579,0.732680483542579,0.732680483542579,0,0,0,0,0,0,0,0,0,0,0,0
30,0.569179805398759,0.568843052264709,0.568799215089498,0.568796386174917,0.568796358884926,0.568797333382944,0.615908474808003,0.615911310676681,0.615911310676681,0.615911310676681,0.615911310676681,0.615911310676681,0,0,0,0,0,0,0,0,0,0,0,0,0.000105102605845121,0.138836348895062,0.0306593595784128,0.0256657996181574,0.0255707944063979,0.0269749706820686,0,0,0,0,0,0,0.0167761830234667,0.0176644187111375,0.0177836179376066,0.0177933692973406,0.0177935842381958,0.0177907915864351,0.065990555949195,0.0659881631270482,0.0659881631270482,0.0659881631270482,0.0659881631270482,0.0659881631270482,0.0168812856293119,0.1565007676062,0.0484429775160194,0.043459168915498,0.0433643786445937,0.0447657622685037,0.065990555949195,0.0659881631270482,0.0659881631270482,0.0659881631270482,0.0659881631270482,0.0659881631270482,0,0,0,0,0,0,0,0,0,0,0,0,-0.000105102605845121,-0.138836348895062,-0.0306593595784128,-0.0256657996181574,-0.0255707944063979,-0.0269749706820686,0,0,0,0,0,0,0.0159898055699419,0.0171710762687714,0.017332437584507,0.0173455342625102,0.0173458166829458,0.0173420358914507,0.0652916204586788,0.0652868783542649,0.0652868783542649,0.0652868783542649,0.0652868783542649,0.0652868783542649,0.814816508259864,0.816606497803225,0.816839511477941,0.816854548390763,0.816854693448949,0.816849513567644,0.722551527697246,0.72253475248112,0.72253475248112,0.72253475248112,0.72253475248112,0.72253475248112,0,0,0,0,0,0,0,0,0,0,0,0
31,0.571175882538328,0.570810490524042,0.570762728932401,0.57075957669447,0.570759541723294,0.570760609082724,0.617507975356238,0.617511040405526,0.617511040405526,0.617511040405526,0.617511040405526,0.617511040405526,0,0,0,0,0,0,0,0,0,0,0,0,7.12683549934097e-05,0.141134421102491,0.0297181459173668,0.0245664460541007,0.0244516622320742,0.0258805497636198,0,0,0,0,0,0,0.0178965420145586,0.0187835862638097,0.0189033136546274,0.0189133934808095,0.0189136571828127,0.0189107988443986,0.068351478964644,0.068349201895088,0.068349201895088,0.068349201895088,0.068349201895088,0.068349201895088,0.017967810369552,0.159918007366301,0.0486214595719942,0.0434798395349102,0.043365319414887,0.0447913486080184,0.068351478964644,0.068349201895088,0.068349201895088,0.068349201895088,0.068349201895088,0.068349201895088,0,0,0,0,0,0,0,0,0,0,0,0,-7.12683549934097e-05,-0.141134421102491,-0.0297181459173668,-0.0245664460541007,-0.0244516622320742,-0.0258805497636198,0,0,0,0,0,0,0.017047672886746,0.0182581135062197,0.0184244108186088,0.0184382781480499,0.0184386318017829,0.0184346652543785,0.0676276547084363,0.067622825341332,0.067622825341332,0.067622825341332,0.067622825341332,0.067622825341332,0.80420648909065,0.806148706752983,0.806402580409877,0.806419335927093,0.806419521814119,0.806413848333978,0.713089888096162,0.713071757191641,0.713071757191641,0.713071757191641,0.713071757191641,0.713071757191641,0,0,0,0,0,0,0,0,0,0,0,0
32,0.573146829332921,0.5727521140553,0.57270030847233,0.5726968135469,0.572696771125495,0.572697933848406,0.618999821416103,0.619003119664949,0.619003119664949,0.619003119664949,0.619003119664949,0.619003119664949,0,0,0,0,0,0,0,0,0,0,0,0,4.84824072491956e-05,0.143661413920234,0.028876695948888,0.0235482318343358,0.0234593306449869,0.0248668275374037,0,0,0,0,0,0,0.0190036841195701,0.0198878316998352,0.0200080215921114,0.020018458874778,0.0200186581256711,0.0200158512196109,0.0705535129777221,0.0705513594926922,0.0705513594926922,0.0705513594926922,0.0705513594926922,0.0705513594926922,0.0190521665268193,0.16354924562007,0.0488847175409994,0.0435666907091138,0.043477988770658,0.0448826787570145,0.0705535129777221,0.0705513594926922,0.0705513594926922,0.0705513594926922,0.0705513594926922,0.0705513594926922,0,0,0,0,0,0,0,0,0,0,0,0,-4.84824072491956e-05,-0.143661413920234,-0.028876695948888,-0.0235482318343358,-0.0234593306449869,-0.0248668275374037,0,0,0,0,0,0,0.0180918723607219,0.019330445223604,0.019501793121534,0.0195165025359692,0.0195167783512662,0.0195127756421918,0.0698064903194911,0.069801579656934,0.069801579656934,0.069801579656934,0.069801579656934,0.069801579656934,0.793730048647747,0.795828132223235,0.796103501454959,0.796122078505448,0.796122303993692,0.796116123615121,0.704265064763453,0.704245554396961,0.704245554396961,0.704245554396961,0.704245554396961,0.704245554396961,0,0,0,0,0,0,0,0,0,0,0,0
33,0.575092969534695,0.574668271114363,0.574612299338079,0.574608440665242,0.57460839361581,0.574609652568424,0.620391257375994,0.620394792568353,0.620394792568353,0.620394792568353,0.620394792568353,0.620394792568353,0,0,0,0,0,0,0,0,0,0,0,0,3.31180238465503e-05,0.145509031849311,0.0281042361330096,0.0225845776547748,0.0225415163223295,0.0239289777651903,0,0,0,0,0,0,0.0200978028710342,0.0209774256727315,0.0210980029231768,0.0211088230534025,0.0211089062667607,0.021106151737704,0.0726073503523314,0.0726053274962385,0.0726053274962385,0.0726053274962385,0.0726053274962385,0.0726053274962385,0.0201309208948807,0.166486457522042,0.0492022390561864,0.0436934007081772,0.0436504225890902,0.0450351295028943,0.0726073503523314,0.0726053274962385,0.0726053274962385,0.0726053274962385,0.0726053274962385,0.0726053274962385,0,0,0,0,0,0,0,0,0,0,0,0,-3.31180238465503e-05,-0.145509031849311,-0.0281042361330096,-0.0225845776547748,-0.0225415163223295,-0.0239289777651903,0,0,0,0,0,0,0.0191226527050387,0.0203883449150283,0.0205648491822396,0.0205804710980296,0.0205805951210683,0.020576556165524,0.0718387056457928,0.0718337192534386,0.0718337192534386,0.0718337192534386,0.0718337192534386,0.0718337192534386,0.783385466047464,0.785642923082333,0.785940437445648,0.785960947971996,0.785961198060219,0.785954506178873,0.696034204452081,0.69601329247674,0.69601329247674,0.69601329247674,0.69601329247674,0.69601329247674,0,0,0,0,0,0,0,0,0,0,0,0
34,0.577014620975022,0.576559285016094,0.576499042825495,0.576494797648312,0.576494747647263,0.576496105638756,0.621689040128326,0.621692815751664,0.621692815751664,0.621692815751664,0.621692815751664,0.621692815751664,0,0,0,0,0,0,0,0,0,0,0,0,2.27359570219117e-05,0.144457945117904,0.0274224658707417,0.021693663829497,0.0216519357875631,0.0230624930335994,0,0,0,0,0,0,0.0211790872895046,0.0220536544152907,0.0221734028534016,0.0221846292172377,0.0221847090775584,0.0221819006340889,0.0745229639146886,0.0745210780148123,0.0745210780148123,0.0745210780148123,0.0745210780148123,0.0745210780148123,0.0212018232465265,0.166511599533195,0.0495958687241433,0.0438782930467347,0.0438366448651214,0.0452443936676883,0.0745229639146886,0.0745210780148123,0.0745210780148123,0.0745210780148123,0.0745210780148123,0.0745210780148123,0,0,0,0,0,0,0,0,0,0,0,0,-2.27359570219117e-05,-0.144457945117904,-0.0274224658707417,-0.021693663829497,-0.0216519357875631,-0.0230624930335994,0,0,0,0,0,0,0.0201402603758207,0.0214335033374256,0.0216136896726394,0.0216302954615136,0.0216304182935837,0.0216261934916872,0.0737341671930652,0.0737291102620115,0.0737291102620115,0.0737291102620115,0.0737291102620115,0.0737291102620115,0.773171051877667,0.775591360770992,0.775911574245903,0.77593413921115,0.775934404988499,0.775927186672388,0.688357337634732,0.688335003420889,0.688335003420889,0.688335003420889,0.688335003420889,0.688335003420889,0,0,0,0,0,0,0,0,0,0,0,0
35,0.57891209561996,0.578425499747161,0.578360875639467,0.578356220481129,0.578356166583508,0.578357628043887,0.622899471874557,0.622903491177111,0.622903491177111,0.622903491177111,0.622903491177111,0.622903491177111,0,0,0,0,0,0,0,0,0,0,0,0,1.56997817806097e-05,0.143397213754503,0.0268024523400651,0.0208709917894149,0.0208102943586902,0.0222418766947154,0,0,0,0,0,0,0.0222477218492961,0.0231143857786924,0.0232344752956254,0.023246075010664,0.0232462043548165,0.023243348395485,0.0763096553742852,0.0763079121052549,0.0763079121052549,0.0763079121052549,0.0763079121052549,0.0763079121052549,0.0222634216310767,0.166511599533195,0.0500369276356905,0.0441170668000788,0.0440564987135067,0.0454852250902004,0.0763096553742852,0.0763079121052549,0.0763079121052549,0.0763079121052549,0.0763079121052549,0.0763079121052549,0,0,0,0,0,0,0,0,0,0,0,0,-1.56997817806097e-05,-0.143397213754503,-0.0268024523400651,-0.0208709917894149,-0.0208102943586902,-0.0222418766947154,0,0,0,0,0,0,0.0211449394584585,0.0224629029189639,0.0226485749650736,0.0226661599210135,0.0226663565486178,0.0226619471427474,0.0755020775211463,0.0754969548931369,0.0754969548931369,0.0754969548931369,0.0754969548931369,0.0754969548931369,0.763085147902915,0.765671616850289,0.766015122122624,0.766039866316234,0.766040152805555,0.766032384507263,0.681197184449922,0.681173408783043,0.681173408783043,0.681173408783043,0.681173408783043,0.681173408783043,0,0,0,0,0,0,0,0,0,0,0,0
36,0.580785702284657,0.580267266856369,0.580198128284822,0.580193040770708,0.580192981217812,0.580194550551537,0.624028430722664,0.624032696729544,0.624032696729544,0.624032696729544,0.624032696729544,0.624032696729544,0,0,0,0,0,0,0,0,0,0,0,0,1.08915390143138e-05,0.142350473652435,0.0262173345901433,0.0201123795904288,0.020033809304184,0.0214856520645006,0,0,0,0,0,0,0.0233037391787383,0.0241611258807605,0.0242814672697214,0.0242933553636326,0.0242935316293488,0.0242906341904889,0.0779761004863803,0.0779745049292236,0.0779745049292236,0.0779745049292236,0.0779745049292236,0.0779745049292236,0.0233146307177526,0.166511599533195,0.0504988018598647,0.0444057349540614,0.0443273409335328,0.0457762862549895,0.0779761004863803,0.0779745049292236,0.0779745049292236,0.0779745049292236,0.0779745049292236,0.0779745049292236,0,0,0,0,0,0,0,0,0,0,0,0,-1.08915390143138e-05,-0.142350473652435,-0.0262173345901433,-0.0201123795904288,-0.020033809304184,-0.0214856520645006,0,0,0,0,0,0,0.0221367269335862,0.0234785046665213,0.0236697631992904,0.0236882463865748,0.0236885162890499,0.0236839231998346,0.0771510199228389,0.0771458361137741,0.0771458361137741,0.0771458361137741,0.0771458361137741,0.0771458361137741,0.753126112636223,0.755881822685245,0.756249324298734,0.756276366651559,0.756276683201133,0.756268341509036,0.674518973706557,0.674493738691989,0.674493738691989,0.674493738691989,0.674493738691989,0.674493738691989,0,0,0,0,0,0,0,0,0,0,0,0
37,0.582635749109158,0.582084915309657,0.582011128107728,0.582005585802747,0.582005518848145,0.582007200438231,0.625081399225628,0.625085914753834,0.625085914753834,0.625085914753834,0.625085914753834,0.625085914753834,0,0,0,0,0,0,0,0,0,0,0,0,7.58068916108445e-06,0.141317597793647,0.0257134035151729,0.0194139500641811,0.0193184858193159,0.0207900927808099,0,0,0,0,0,0,0.0243471690941906,0.0251940017395482,0.0253144627584128,0.025326662531611,0.025326883218555,0.0253239501900946,0.0795303911753037,0.0795289478714977,0.0795289478714977,0.0795289478714977,0.0795289478714977,0.0795289478714977,0.0243547497833517,0.166511599533195,0.0510278662735857,0.0447406125957921,0.0446453690378709,0.0461140429709044,0.0795303911753037,0.0795289478714977,0.0795289478714977,0.0795289478714977,0.0795289478714977,0.0795289478714977,0,0,0,0,0,0,0,0,0,0,0,0,-7.58068916108445e-06,-0.141317597793647,-0.0257134035151729,-0.0194139500641811,-0.0193184858193159,-0.0207900927808099,0,0,0,0,0,0,0.0231156436435374,0.0244803952637147,0.0246772801174403,0.0246967344118845,0.0246970770826242,0.0246923011858471,0.0786890000961915,0.078683759318054,0.078683759318054,0.078683759318054,0.078683759318054,0.078683759318054,0.743292308179073,0.746220229678652,0.746612440786822,0.746641900551142,0.746642256444004,0.746633318060464,0.668290274068199,0.668263563042346,0.668263563042346,0.668263563042346,0.668263563042346,0.668263563042346,0,0,0,0,0,0,0,0,0,0,0,0
38,0.584462538417734,0.583878769674779,0.583800196873089,0.583794178597628,0.583794102506822,0.583795898743259,0.626063490999484,0.62606825867191,0.62606825867191,0.62606825867191,0.62606825867191,0.62606825867191,0,0,0,0,0,0,0,0,0,0,0,0,5.30743953575403e-06,0.140298335162385,0.0252169244267666,0.0187721184730581,0.0186606271844485,0.0201123795904288,0,0,0,0,0,0,0.0253783349028518,0.0262132643708099,0.0263338081057451,0.0263461861348612,0.0263464488025152,0.0263435872517562,0.0809800748230907,0.0809787878240254,0.0809787878240254,0.0809787878240254,0.0809787878240254,0.0809787878240254,0.0253836423423875,0.166511599533195,0.0515507325325116,0.0451183046079193,0.0450070759869637,0.046455966842185,0.0809800748230907,0.0809787878240254,0.0809787878240254,0.0809787878240254,0.0809787878240254,0.0809787878240254,0,0,0,0,0,0,0,0,0,0,0,0,-5.30743953575403e-06,-0.140298335162385,-0.0252169244267666,-0.0187721184730581,-0.0186606271844485,-0.0201123795904288,0,0,0,0,0,0,0.0240821200347852,0.0254688404473167,0.0256715339513192,0.025691801222181,0.0256922161691489,0.0256874102479898,0.08012348501253,0.0801181911938373,0.0801181911938373,0.0801181911938373,0.0801181911938373,0.0801181911938373,0.733582127546327,0.736685112611562,0.737102761266308,0.737134751020983,0.73713515547675,0.737125607697935,0.66248083659744,0.662452634044912,0.662452634044912,0.662452634044912,0.662452634044912,0.662452634044912,0,0,0,0,0,0,0,0,0,0,0,0
39,0.586266367720575,0.585649149368445,0.585565652626123,0.58555913599527,0.585559049046139,0.585560962620366,0.626979475550158,0.626984497808655,0.626984497808655,0.626984497808655,0.626984497808655,0.626984497808655,0,0,0,0,0,0,0,0,0,0,0,0,3.73232688059821e-06,0.13929250167629,0.024797259090289,0.0181472910892553,0.0180207353991563,0.0194905905246649,0,0,0,0,0,0,0.0263972582054503,0.0272190978569049,0.0273395312492254,0.0273522125884679,0.0273525148124749,0.027349625964275,0.082332190914207,0.0823310638264307,0.0823310638264307,0.0823310638264307,0.0823310638264307,0.0823310638264307,0.0264009905323309,0.166511599533195,0.0521367903395144,0.0454995036777232,0.0453732502116313,0.0468402164889398,0.082332190914207,0.0823310638264307,0.0823310638264307,0.0823310638264307,0.0823310638264307,0.0823310638264307,0,0,0,0,0,0,0,0,0,0,0,0,-3.73232688059821e-06,-0.13929250167629,-0.024797259090289,-0.0181472910892553,-0.0180207353991563,-0.0194905905246649,0,0,0,0,0,0,0.0250361641255701,0.0264440130313366,0.0266524671614781,0.0266737735264501,0.026674260210892,0.0266692722771114,0.0814614391689485,0.0814560959738272,0.0814560959738272,0.0814560959738272,0.0814560959738272,0.0814560959738272,0.723993989341776,0.727274773645085,0.727718595188371,0.727753233918957,0.72775369609145,0.727743524611188,0.657062447895915,0.657032739372254,0.657032739372254,0.657032739372254,0.657032739372254,0.657032739372254,0,0,0,0,0,0,0,0,0,0,0,0
