"id","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
41,-4.923,-6.1535,-6.4685,-6.504,-6.5047,-6.4964,-6.0128,-6,-6,-6,-6,-6,-4.923,-6.1535,-6.4685,-6.504,-6.5047,-6.4964,-6.0128,-6,-6,-6,-6,-6,0.0159000000000002,0.00659999999999972,-0.00150000000000006,-0.00319999999999965,-0.00309999999999988,-0.00300000000000011,-0.000399999999999956,0,0,0,0,0,0.0858626376298248,0.173939855268714,0.0163058646900925,0.000294500215993598,0.000693589599512226,0.00272159753257575,-0.00215999999999976,0,0,0,0,0,-1.87414130606934e-08,-0.00137320279418012,-0.000240644898246039,-0.000170162876734663,-0.000168960986368599,-0.000183658942895497,0,0,0,0,0,0
42,-4.9075,-6.1468,-6.4699,-6.507,-6.5078,-6.4992,-6.0132,-6,-6,-6,-6,-6,-4.9075,-6.1468,-6.4699,-6.507,-6.5078,-6.4992,-6.0132,-6,-6,-6,-6,-6,0.0155000000000003,0.00670000000000037,-0.00140000000000029,-0.00300000000000011,-0.00309999999999988,-0.00279999999999969,-0.000399999999999956,0,0,0,0,0,0.0837018741413076,0.173500279418014,0.0165044898246023,0.000816287673465709,0.000156098636860507,0.00324589428955136,-0.00215999999999976,0,0,0,0,0,-1.33659402884352e-08,-0.00136353537832745,-0.000237492141274275,-0.000165059927163839,-0.000163720178234383,-0.000178590585974714,0,0,0,0,0,0
43,-4.8924,-6.14,-6.4712,-6.51,-6.5107,-6.502,-6.0136,-6,-6,-6,-6,-6,-4.8924,-6.14,-6.4712,-6.51,-6.5107,-6.502,-6.0136,-6,-6,-6,-6,-6,0.0150999999999994,0.00680000000000014,-0.00129999999999963,-0.00300000000000011,-0.00290000000000035,-0.00279999999999969,-0.000399999999999956,0,0,0,0,0,0.0815413365940258,0.173073537832745,0.0167292141274295,0.00030599271638324,0.000712017823436382,0.00273905859747302,-0.00215999999999976,0,0,0,0,0,-9.5712305567971e-09,-0.00135399458727812,-0.000234593306449869,-0.000160081061662195,-0.000158936969831157,-0.000173634748184758,0,0,0,0,0,0
44,-4.8777,-6.1331,-6.4723,-6.5128,-6.5136,-6.5046,-6.014,-6,-6,-6,-6,-6,-4.8777,-6.1331,-6.4723,-6.5128,-6.5136,-6.5046,-6.014,-6,-6,-6,-6,-6,0.0147000000000004,0.00689999999999991,-0.0011000000000001,-0.00280000000000058,-0.00290000000000035,-0.00260000000000016,-0.000399999999999956,0,0,0,0,0,0.0793809571230577,0.172659458727812,0.0175193306449864,0.000888106166216338,0.000233696983113843,0.00332347481847498,-0.00215999999999976,0,0,0,0,0,-6.88438755650659e-09,-0.0013445787257021,-0.000232161943523911,-0.000155544334365891,-0.0001542674402181,-0.000169132265777974,0,0,0,0,0,0
45,-4.8634,-6.1243,-6.4733,-6.5156,-6.5164,-6.5072,-6.0144,-6,-6,-6,-6,-6,-4.8634,-6.1243,-6.4733,-6.5156,-6.5164,-6.5072,-6.0144,-6,-6,-6,-6,-6,0.0142999999999995,0.00879999999999992,-0.00100000000000033,-0.00279999999999969,-0.00279999999999969,-0.00260000000000016,-0.000399999999999956,0,0,0,0,0,0.0772206884387531,0.181977872570209,0.0178161943523893,0.000434433436590749,0.000306744021811664,0.00287322657779653,-0.00215999999999976,0,0,0,0,0,-4.97560761135692e-09,-0.00133529654074256,-0.000229968636342268,-0.000151112376320283,-0.000149865120804315,-0.000164724164157371,0,0,0,0,0,0
46,-4.8494,-6.1155,-6.4742,-6.5182,-6.5192,-6.5096,-6.0148,-6,-6,-6,-6,-6,-4.8494,-6.1155,-6.4742,-6.5182,-6.5192,-6.5096,-6.0148,-6,-6,-6,-6,-6,0.0140000000000002,0.00879999999999992,-0.000899999999999679,-0.00260000000000016,-0.00279999999999969,-0.00239999999999974,-0.000399999999999956,0,0,0,0,0,0.0756004975607624,0.181049654074256,0.0181368636342285,0.00107123763202741,-0.000133487919566843,0.0035124164157385,-0.00215999999999976,0,0,0,0,0,-3.60624694170215e-09,-0.00132613498474236,-0.000228008465333575,-0.000147089391480844,-0.000145565501360165,-0.000160737811843053,0,0,0,0,0,0
47,-4.8357,-6.1067,-6.475,-6.5208,-6.522,-6.512,-6.0152,-6,-6,-6,-6,-6,-4.8357,-6.1067,-6.475,-6.5208,-6.522,-6.512,-6.0152,-6,-6,-6,-6,-6,0.0137,0.00879999999999992,-0.000799999999999912,-0.00260000000000016,-0.00280000000000058,-0.00239999999999974,-0.000399999999999956,0,0,0,0,0,0.0739803606246944,0.180133498474236,0.0184808465333579,0.000668939148083531,-0.000563449863986677,0.00311378118430671,-0.00215999999999976,0,0,0,0,0,-2.62182276820737e-09,-0.00131709245677311,-0.000226277030643929,-0.000143154065997478,-0.000141366970310298,-0.000156829781125299,0,0,0,0,0,0
48,-4.8223,-6.0979,-6.4757,-6.5232,-6.5246,-6.5144,-6.0156,-6,-6,-6,-6,-6,-4.8223,-6.0979,-6.4757,-6.5232,-6.5246,-6.5144,-6.0156,-6,-6,-6,-6,-6,0.0133999999999999,0.00879999999999992,-0.000700000000000145,-0.00239999999999974,-0.00260000000000016,-0.00240000000000062,-0.000399999999999956,0,0,0,0,0,0.072360262182276,0.179229245677311,0.0188477030643921,0.00135540659974926,9.66970310289859e-05,0.00272297811252652,-0.00215999999999976,0,0,0,0,0,-1.91248209357448e-09,-0.00130816737700519,-0.000224770443523384,-0.000139598145740539,-0.000137557440423153,-0.000152999061172122,0,0,0,0,0,0
49,-4.8092,-6.0892,-6.4761,-6.5256,-6.5272,-6.5166,-6.016,-6,-6,-6,-6,-6,-4.8092,-6.0892,-6.4761,-6.5256,-6.5272,-6.5166,-6.016,-6,-6,-6,-6,-6,0.0131000000000006,0.00870000000000015,-0.000399999999999956,-0.00239999999999974,-0.00259999999999927,-0.0022000000000002,-0.000399999999999956,0,0,0,0,0,0.0707401912482124,0.177796737700519,0.0203170443523386,0.000999814574055362,-0.000284255957680717,0.00341990611721112,-0.00215999999999976,0,0,0,0,0,-1.40004790833334e-09,-0.00129935762390264,-0.000223913055003795,-0.000136114802323387,-0.000133832392617692,-0.000149554618343369,0,0,0,0,0,0
50,-4.7963,-6.0805,-6.4765,-6.528,-6.5296,-6.5188,-6.0165,-6,-6,-6,-6,-6,-4.7963,-6.0805,-6.4765,-6.528,-6.5296,-6.5188,-6.0165,-6,-6,-6,-6,-6,0.0129000000000001,0.00870000000000015,-0.000399999999999956,-0.00239999999999974,-0.00240000000000062,-0.00219999999999931,-0.000499999999999723,0,0,0,0,0,0.0696601400047916,0.176915762390265,0.0202313055003797,0.00065148023234013,0.00042323926176584,0.00307546183434058,-0.0026999999999985,0,0,0,0,0,-1.02634148174068e-09,-0.00129066224350042,-0.000223058220008205,-0.00013270302082146,-0.000130467755614715,-0.000146173506023656,0,0,0,0,0,0
51,-4.7837,-6.0718,-6.4768,-6.5302,-6.532,-6.521,-6.017,-6,-6,-6,-6,-6,-4.7837,-6.0718,-6.4768,-6.5302,-6.532,-6.521,-6.017,-6,-6,-6,-6,-6,0.0125999999999999,0.00870000000000015,-0.000300000000000189,-0.0022000000000002,-0.00239999999999974,-0.0022000000000002,-0.000500000000000611,0,0,0,0,0,0.0680401026341479,0.176046224350043,0.0206858220008195,0.00139030208214496,8.67755614729742e-05,0.00273735060236451,-0.0027000000000033,0,0,0,0,0,-7.55394715177306e-10,-0.00128207971757897,-0.000222418766947154,-0.000129637553488916,-0.000127172991098307,-0.000142854942502267,0,0,0,0,0,0
52,-4.7713,-6.0632,-6.477,-6.5324,-6.5344,-6.523,-6.0175,-6,-6,-6,-6,-6,-4.7713,-6.0632,-6.477,-6.5324,-6.5344,-6.523,-6.0175,-6,-6,-6,-6,-6,0.0123999999999995,0.0085999999999995,-0.000200000000000422,-0.0022000000000002,-0.00239999999999974,-0.00199999999999978,-0.000499999999999723,0,0,0,0,0,0.0669600755394689,0.174647971757894,0.0211618766947132,0.00108375534889052,-0.000242700890167877,0.00348549425022785,-0.0026999999999985,0,0,0,0,0,-5.56948850292865e-10,-0.00127360799767722,-0.000221993260660796,-0.00012663058577435,-0.000123947087392654,-0.000139891686394132,0,0,0,0,0,0
53,-4.7592,-6.0546,-6.4771,-6.5346,-6.5366,-6.525,-6.018,-6,-6,-6,-6,-6,-4.7592,-6.0546,-6.4771,-6.5346,-6.5366,-6.525,-6.018,-6,-6,-6,-6,-6,0.0121000000000002,0.00860000000000039,-9.99999999997669e-05,-0.0022000000000002,-0.0022000000000002,-0.00200000000000067,-0.000499999999999723,0,0,0,0,0,0.0653400556948862,0.173800799767724,0.0216593260660809,0.000783058577433924,0.000514708739264337,0.0031891686394096,-0.0026999999999985,0,0,0,0,0,-4.1244342201753e-10,-0.00126524617779385,-0.000221780746043536,-0.000123681338718492,-0.000121049638933782,-0.000136978889613744,0,0,0,0,0,0
54,-4.7473,-6.0461,-6.4772,-6.5366,-6.5388,-6.527,-6.0185,-6,-6,-6,-6,-6,-4.7473,-6.0461,-6.4772,-6.5366,-6.5388,-6.527,-6.0185,-6,-6,-6,-6,-6,0.0118999999999998,0.00849999999999973,-9.99999999997669e-05,-0.00199999999999978,-0.0022000000000002,-0.00199999999999978,-0.000500000000000611,0,0,0,0,0,0.0642600412443411,0.172424617779384,0.0216380746043548,0.00156813387185041,0.000224963893377067,0.00289788896137556,-0.0027000000000033,0,0,0,0,0,-3.06071224016465e-10,-0.00125699225674677,-0.000221568390354419,-0.000121049638933782,-0.000118208428319287,-0.000134115964753598,0,0,0,0,0,0
55,-4.7357,-6.0376,-6.4772,-6.5386,-6.541,-6.5289,-6.019,-6,-6,-6,-6,-6,-4.7357,-6.0376,-6.4772,-6.5386,-6.541,-6.5289,-6.019,-6,-6,-6,-6,-6,0.0116000000000005,0.00849999999999973,0,-0.00199999999999978,-0.0022000000000002,-0.00190000000000001,-0.000499999999999723,0,0,0,0,0,0.0626400306071251,0.171599225674676,0.0221568390354419,0.00130496389337935,-5.91571680723638e-05,0.00315159647535971,-0.0026999999999985,0,0,0,0,0,-2.28221190662339e-10,-0.00124884535931121,-0.000221568390354419,-0.000118464416682926,-0.00011542268157964,-0.000131441845303965,0,0,0,0,0,0
56,-4.7242,-6.0274,-6.4771,-6.5406,-6.5432,-6.5308,-6.0195,-6,-6,-6,-6,-6,-4.7242,-6.0274,-6.4771,-6.5406,-6.5432,-6.5308,-6.0195,-6,-6,-6,-6,-6,0.0114999999999998,0.0102000000000002,9.99999999997669e-05,-0.00200000000000067,-0.00219999999999931,-0.00190000000000001,-0.000499999999999723,0,0,0,0,0,0.0621000228221182,0.179964535931122,0.0226968390354407,0.00104644166828899,-0.00033773184203233,0.00288418453039648,-0.0026999999999985,0,0,0,0,0,-1.70148529861756e-10,-0.00124081315032879,-0.000221780746043536,-0.000115925090395852,-0.00011269162696056,-0.000128811702567521,0,0,0,0,0,0
57,-4.7129,-6.0174,-6.4769,-6.5426,-6.5452,-6.5327,-6.02,-6,-6,-6,-6,-6,-4.7129,-6.0174,-6.4769,-6.5426,-6.5452,-6.5327,-6.02,-6,-6,-6,-6,-6,0.0112999999999994,0.00999999999999979,0.000200000000000422,-0.00199999999999978,-0.00200000000000067,-0.00190000000000001,-0.000499999999999723,0,0,0,0,0,0.0610200170148499,0.178081315032878,0.0232580746043558,0.000792509039586423,0.000469162696052435,0.00262117025675207,-0.0026999999999985,0,0,0,0,0,-1.27172494477117e-10,-0.00123288370503943,-0.000222205934273061,-0.000113431080000265,-0.000110255662747808,-0.000126225034239002,0,0,0,0,0,0
58,-4.7018,-6.0075,-6.4766,-6.5444,-6.5472,-6.5346,-6.0205,-6,-6,-6,-6,-6,-4.7018,-6.0075,-6.4766,-6.5444,-6.5472,-6.5346,-6.0205,-6,-6,-6,-6,-6,0.0110999999999999,0.00990000000000002,0.000299999999999301,-0.00180000000000025,-0.00199999999999978,-0.00190000000000001,-0.000500000000000611,0,0,0,0,0,0.0599400127172488,0.176748370503943,0.0238405934273024,0.00162310800002521,0.000225566274782,0.00236250342390011,-0.0027000000000033,0,0,0,0,0,-9.53037817769321e-11,-0.00122505621775134,-0.000222844909747976,-0.000111224737629025,-0.000107863686766031,-0.000123681338718492,0,0,0,0,0,0
59,-4.6908,-5.9977,-6.4762,-6.5462,-6.5492,-6.5363,-6.021,-6,-6,-6,-6,-6,-4.6908,-5.9977,-6.4762,-6.5462,-6.5492,-6.5363,-6.021,-6,-6,-6,-6,-6,0.0110000000000001,0.00980000000000025,0.000399999999999956,-0.00179999999999936,-0.00199999999999978,-0.00169999999999959,-0.000499999999999723,0,0,0,0,0,0.0594000095303788,0.175425621775135,0.0244444909747974,0.00140247376290593,-1.36313233957198e-05,0.00318813387185143,-0.0026999999999985,0,0,0,0,0,-7.14322122001294e-11,-0.00121732934822482,-0.000223699107028424,-0.000109054212155621,-0.000105515124945115,-0.000121441416728196,0,0,0,0,0,0
60,-4.68,-5.9881,-6.4758,-6.548,-6.5512,-6.538,-6.0215,-6,-6,-6,-6,-6,-4.68,-5.9881,-6.4758,-6.548,-6.5512,-6.538,-6.0215,-6,-6,-6,-6,-6,0.0108000000000006,0.00959999999999983,0.000400000000000844,-0.00180000000000025,-0.00199999999999978,-0.00170000000000048,-0.000499999999999723,0,0,0,0,0,0.0583200071432244,0.173572934822481,0.024529910702847,0.00118542121556075,-0.000248487505487337,0.00296414167281705,-0.0026999999999985,0,0,0,0,0,-5.36940920845695e-11,-0.00120970125331009,-0.000224555856767762,-0.000106919084416362,-0.00010320940534,-0.000119235137848135,0,0,0,0,0,0
61,-4.6693,-5.9786,-6.4753,-6.5497,-6.553,-6.5397,-6.022,-6,-6,-6,-6,-6,-4.6693,-5.9786,-6.4753,-6.5497,-6.553,-6.5397,-6.022,-6,-6,-6,-6,-6,0.0106999999999999,0.00950000000000006,0.000499999999999723,-0.00169999999999959,-0.00180000000000025,-0.00169999999999959,-0.000500000000000611,0,0,0,0,0,0.0577800053694088,0.172270125331009,0.0251555856767747,0.00151190844163844,0.000600940533998699,0.00274351378481575,-0.0027000000000033,0,0,0,0,0,-4.03740262561325e-11,-0.00120217117206492,-0.000225630389822188,-0.000104934700879064,-0.000101170416896874,-0.000117062144724424,0,0,0,0,0,0
62,-4.6588,-5.9692,-6.4749,-6.5513,-6.5548,-6.5414,-6.0225,-6,-6,-6,-6,-6,-4.6588,-5.9692,-6.4749,-6.5513,-6.5548,-6.5414,-6.0225,-6,-6,-6,-6,-6,0.0104999999999995,0.0094000000000003,0.000399999999999956,-0.00160000000000071,-0.00180000000000025,-0.00170000000000048,-0.000499999999999723,0,0,0,0,0,0.0567000040374,0.170977117206493,0.0247230389822185,0.0018534700879026,0.000397041689686096,0.00252621447243985,-0.0026999999999985,0,0,0,0,0,-3.04522876069954e-11,-0.00119473781803384,-0.000226492898146996,-0.000103095233739218,-9.91652555258593e-05,-0.000114922080760859,0,0,0,0,0,0
63,-4.6485,-5.9599,-6.4744,-6.5528,-6.5566,-6.5429,-6.023,-6,-6,-6,-6,-6,-4.6485,-5.9599,-6.4744,-6.5528,-6.5566,-6.5429,-6.023,-6,-6,-6,-6,-6,0.0103,0.00929999999999964,0.000499999999999723,-0.00150000000000006,-0.00180000000000025,-0.00150000000000006,-0.000499999999999723,0,0,0,0,0,0.0556200030452286,0.169693781803382,0.0253492898146981,0.00220952337392148,0.000196525552584603,0.00339220807608561,-0.0026999999999985,0,0,0,0,0,-2.3042792187775e-11,-0.00118739992217881,-0.000227574642858004,-0.000101395293144001,-9.71935092246537e-05,-0.000113060851159934,0,0,0,0,0,0
64,-4.6383,-5.9508,-6.4738,-6.5543,-6.5584,-6.5444,-6.0235,-6,-6,-6,-6,-6,-4.6383,-5.9508,-6.4738,-6.5543,-6.5584,-6.5444,-6.0235,-6,-6,-6,-6,-6,0.0102000000000002,0.00910000000000011,0.000600000000000378,-0.00149999999999917,-0.00179999999999936,-0.00150000000000006,-0.000500000000000611,0,0,0,0,0,0.0550800023042803,0.167879992217882,0.0259974642858025,0.0020395293144046,-6.49077531162008e-07,0.0032060851159931,-0.0027000000000033,0,0,0,0,0,-1.7446673140013e-11,-0.00118015572554962,-0.000228878041057589,-9.9718875403915e-05,-9.5254767709853e-05,-0.000111224737629025,0,0,0,0,0,0
65,-4.6282,-5.9418,-6.4731,-6.5558,-6.5601,-6.5459,-6.024,-6,-6,-6,-6,-6,-4.6282,-5.9418,-6.4731,-6.5558,-6.5601,-6.5459,-6.024,-6,-6,-6,-6,-6,0.0101000000000004,0.00900000000000034,0.000700000000000145,-0.00150000000000006,-0.00170000000000048,-0.00149999999999917,-0.000499999999999723,0,0,0,0,0,0.0545400017446697,0.166615572554963,0.0266678041057597,0.00187188754039119,0.000345476770982715,0.00302247376290695,-0.0026999999999985,0,0,0,0,0,-1.32184095409938e-11,-0.00117300452327885,-0.000230406004116425,-9.806574190155e-05,-9.345367121846e-05,-0.000109413496921454,0,0,0,0,0,0
66,-4.6183,-5.9329,-6.4724,-6.5573,-6.5618,-6.5474,-6.0245,-6,-6,-6,-6,-6,-4.6183,-5.9329,-6.4724,-6.5573,-6.5618,-6.5474,-6.0245,-6,-6,-6,-6,-6,0.00990000000000002,0.00889999999999969,0.000699999999999257,-0.00150000000000006,-0.00169999999999959,-0.00150000000000006,-0.000499999999999723,0,0,0,0,0,0.0534600013218411,0.165360452327884,0.0268206004116385,0.00170657419015469,0.000165367121848214,0.00284134969214505,-0.0026999999999985,0,0,0,0,0,-1.00500401407297e-11,-0.00116594509730319,-0.000231941884433834,-9.64356548387354e-05,-9.16813071998645e-05,-0.000107626886400902,0,0,0,0,0,0
67,-4.6085,-5.9241,-6.4716,-6.5587,-6.5635,-6.5489,-6.025,-6,-6,-6,-6,-6,-4.6085,-5.9241,-6.4716,-6.5587,-6.5635,-6.5489,-6.025,-6,-6,-6,-6,-6,0.00979999999999936,0.00879999999999992,0.0008000000000008,-0.00140000000000029,-0.00170000000000048,-0.00150000000000006,-0.000500000000000611,0,0,0,0,0,0.0529200010050006,0.164114509730319,0.0275141884433877,0.00208356548387197,-1.18692800161405e-05,0.0026626886400899,-0.0027000000000033,0,0,0,0,0,-7.64742633824161e-12,-0.00115897624606881,-0.000233706899605591,-9.49348242131303e-05,-8.99373345836158e-05,-0.000105864664074988,0,0,0,0,0,0
68,-4.5989,-5.9154,-6.4707,-6.5601,-6.5651,-6.5504,-6.0255,-6,-6,-6,-6,-6,-4.5989,-5.9154,-6.4707,-6.5601,-6.5651,-6.5504,-6.0255,-6,-6,-6,-6,-6,0.00959999999999983,0.00870000000000015,0.000899999999999679,-0.00140000000000029,-0.00159999999999982,-0.00150000000000006,-0.000499999999999723,0,0,0,0,0,0.0518400007647417,0.162877624606882,0.0282306899605573,0.00193348242131146,0.000353733458362533,0.0024864664074985,-0.0026999999999985,0,0,0,0,0,-5.84077990499261e-12,-0.0011520967843123,-0.000235704978841734,-9.345367121846e-05,-8.83215799274555e-05,-0.000104126588628144,0,0,0,0,0,0
69,-4.5894,-5.9068,-6.47,-6.5615,-6.5667,-6.5517,-6.026,-6,-6,-6,-6,-6,-4.5894,-5.9068,-6.47,-6.5615,-6.5667,-6.5517,-6.026,-6,-6,-6,-6,-6,0.00950000000000006,0.00860000000000039,0.000700000000000145,-0.0013999999999994,-0.00159999999999982,-0.00130000000000052,-0.000499999999999723,0,0,0,0,0,0.0513000005840783,0.161649678431232,0.0273504978841742,0.00178536712184923,0.000192157992746505,0.00339265886281156,-0.0026999999999985,0,0,0,0,0,-4.4653248223289e-12,-0.00114530554284443,-0.000237268173852307,-9.19920045788834e-05,-8.67303922912883e-05,-0.000102639602723476,0,0,0,0,0,0
70,-4.58,-5.8966,-6.4692,-6.5628,-6.5683,-6.553,-6.0265,-6,-6,-6,-6,-6,-4.58,-5.8966,-6.4692,-6.5628,-6.5683,-6.553,-6.0265,-6,-6,-6,-6,-6,0.0094000000000003,0.0101999999999993,0.000799999999999912,-0.00130000000000052,-0.00159999999999982,-0.00129999999999963,-0.000500000000000611,0,0,0,0,0,0.0507600004465341,0.169610554284439,0.0280468173852303,0.00217920045788552,3.3039229129784e-05,0.00324396027234956,-0.0027000000000033,0,0,0,0,0,-3.41732932185614e-12,-0.00113860963374439,-0.000239064499185539,-9.06520243528383e-05,-8.5163491268367e-05,-0.000101170416896874,0,0,0,0,0,0
71,-4.5707,-5.8866,-6.4683,-6.5641,-6.5698,-6.5543,-6.027,-6,-6,-6,-6,-6,-4.5707,-5.8866,-6.4683,-6.5641,-6.5698,-6.5543,-6.027,-6,-6,-6,-6,-6,0.00929999999999964,0.0100000000000007,0.000899999999999679,-0.00129999999999963,-0.00150000000000006,-0.00129999999999963,-0.000499999999999723,0,0,0,0,0,0.050220000341731,0.167860963374443,0.0287664499185522,0.0020452024352858,0.000416349126836396,0.0030970416896894,-0.0026999999999985,0,0,0,0,0,-2.61816368563116e-12,-0.00113199877411079,-0.000241097920853219,-8.93285297855963e-05,-8.37163305542645e-05,-9.9718875403915e-05,0,0,0,0,0,0
72,-4.5615,-5.8768,-6.4673,-6.5654,-6.5713,-6.5556,-6.0275,-6,-6,-6,-6,-6,-4.5615,-5.8768,-6.4673,-6.5654,-6.5713,-6.5556,-6.0275,-6,-6,-6,-6,-6,0.00920000000000076,0.00979999999999936,0.00100000000000033,-0.00130000000000052,-0.00150000000000006,-0.00130000000000052,-0.000499999999999723,0,0,0,0,0,0.0496800002618205,0.166119877411076,0.0295097920853237,0.00191285297855681,0.000271633055426146,0.00295188754038867,-0.0026999999999985,0,0,0,0,0,-2.0082015786014e-12,-0.00112547186603289,-0.000243372924907931,-8.80213694024741e-05,-8.22900413755769e-05,-9.82848229478578e-05,0,0,0,0,0,0
73,-4.5524,-5.8671,-6.4662,-6.5666,-6.5728,-6.5569,-6.028,-6,-6,-6,-6,-6,-4.5524,-5.8671,-6.4662,-6.5666,-6.5728,-6.5569,-6.028,-6,-6,-6,-6,-6,0.00910000000000011,0.00970000000000049,0.0011000000000001,-0.00119999999999987,-0.00150000000000006,-0.00129999999999963,-0.000499999999999723,0,0,0,0,0,0.0491400002008207,0.164927186603292,0.0302772924907936,0.00232213694024813,0.000129004137557384,0.00280848229478775,-0.0026999999999985,0,0,0,0,0,-1.54220626000614e-12,-0.00111902830462263,-0.000245894525775949,-8.68291270938776e-05,-8.08843959799104e-05,-9.68681046941697e-05,0,0,0,0,0,0
74,-4.5433,-5.8576,-6.4652,-6.5678,-6.5743,-6.5581,-6.0285,-6,-6,-6,-6,-6,-4.5433,-5.8576,-6.4652,-6.5678,-6.5743,-6.5581,-6.0285,-6,-6,-6,-6,-6,0.00909999999999922,0.00950000000000006,0.000999999999999446,-0.00119999999999987,-0.00150000000000006,-0.00119999999999987,-0.000500000000000611,0,0,0,0,0,0.0491400001542164,0.163202830462263,0.0299894525775919,0.00220291270938847,-1.15604020092638e-05,0.00320681046941768,-0.0027000000000033,0,0,0,0,0,-1.18237209681211e-12,-0.00111266652227424,-0.000248204319068243,-8.56505558137416e-05,-7.94991677247429e-05,-9.55756166549875e-05,0,0,0,0,0,0
75,-4.5343,-5.8483,-6.4642,-6.569,-6.5757,-6.5593,-6.029,-6,-6,-6,-6,-6,-4.5343,-5.8483,-6.4642,-6.569,-6.5757,-6.5593,-6.029,-6,-6,-6,-6,-6,0.00900000000000034,0.00929999999999964,0.00100000000000033,-0.00119999999999987,-0.00140000000000029,-0.00120000000000076,-0.000499999999999723,0,0,0,0,0,0.0486000001182391,0.161486652227423,0.0302204319068261,0.00208505558137487,0.000389916772472728,0.00307756166549466,-0.0026999999999985,0,0,0,0,0,-9.07658145842608e-13,-0.00110638546729448,-0.000250530776079885,-8.44855377249005e-05,-7.82245098612436e-05,-9.42976460214579e-05,0,0,0,0,0,0
76,-4.5254,-5.8391,-6.4631,-6.5701,-6.5771,-6.5605,-6.0295,-6,-6,-6,-6,-6,-4.5254,-5.8391,-6.4631,-6.5701,-6.5771,-6.5605,-6.0295,-6,-6,-6,-6,-6,0.00889999999999969,0.00919999999999987,0.0011000000000001,-0.0011000000000001,-0.0013999999999994,-0.00119999999999987,-0.000499999999999723,0,0,0,0,0,0.0480600000907641,0.160318546729448,0.030993077607989,0.0025085537724895,0.00026245098612759,0.0029497646021465,-0.0026999999999985,0,0,0,0,0,-6.97702777921434e-13,-0.0011001845710106,-0.000253109199703636,-8.34294102995745e-05,-7.69672586963211e-05,-9.30340721223989e-05,0,0,0,0,0,0
77,-4.5166,-5.8301,-6.4619,-6.5712,-6.5785,-6.5617,-6.03,-6,-6,-6,-6,-6,-4.5166,-5.8301,-6.4619,-6.5712,-6.5785,-6.5617,-6.03,-6,-6,-6,-6,-6,0.00879999999999992,0.00900000000000034,0.00119999999999987,-0.0011000000000001,-0.00140000000000029,-0.00119999999999987,-0.000500000000000611,0,0,0,0,0,0.0475200000697698,0.158618457101062,0.0317909199703629,0.0024029410299569,0.000136725869630543,0.0028234072122406,-0.0027000000000033,0,0,0,0,0,-5.37058897742847e-13,-0.0010940623195367,-0.000255945204017968,-8.23844825563454e-05,-7.57272326756198e-05,-9.17847746608085e-05,0,0,0,0,0,0
78,-4.5079,-5.8212,-6.4609,-6.5723,-6.5799,-6.5628,-6.0305,-6,-6,-6,-6,-6,-4.5079,-5.8212,-6.4609,-6.5723,-6.5799,-6.5628,-6.0305,-6,-6,-6,-6,-6,0.00870000000000015,0.00889999999999969,0.00100000000000033,-0.0011000000000001,-0.00140000000000029,-0.0011000000000001,-0.000499999999999723,0,0,0,0,0,0.0469800000537067,0.157466231953669,0.0309945204017986,0.002298448255634,1.27232675604185e-05,0.0032384774660803,-0.0026999999999985,0,0,0,0,0,-4.1399944285898e-13,-0.00108801816715626,-0.000258327090807107,-8.13506647048197e-05,-7.45042511479791e-05,-9.06520243528383e-05,0,0,0,0,0,0
79,-4.4993,-5.8125,-6.4598,-6.5734,-6.5812,-6.5639,-6.031,-6,-6,-6,-6,-6,-4.4993,-5.8125,-6.4598,-6.5734,-6.5812,-6.5639,-6.031,-6,-6,-6,-6,-6,0.00860000000000039,0.00870000000000015,0.00109999999999921,-0.0011000000000001,-0.00129999999999963,-0.0011000000000001,-0.000499999999999723,0,0,0,0,0,0.046440000041402,0.155781816715627,0.0317727090807065,0.00219506647048143,0.00043042511479988,0.00312520243528328,-0.0026999999999985,0,0,0,0,0,-3.19614715830622e-13,-0.00108205063487684,-0.000260966720920979,-8.03278672751737e-05,-7.33837301037269e-05,-8.95310773770549e-05,0,0,0,0,0,0
80,-4.4908,-5.8039,-6.4586,-6.5744,-6.5825,-6.565,-6.0315,-6,-6,-6,-6,-6,-4.4908,-5.8039,-6.4586,-6.5744,-6.5825,-6.565,-6.0315,-6,-6,-6,-6,-6,0.00849999999999973,0.00860000000000039,0.00120000000000076,-0.000999999999999446,-0.00129999999999963,-0.0011000000000001,-0.000500000000000611,0,0,0,0,0,0.04590000003196,0.154645063487687,0.032576672092102,0.00263278672752036,0.000318373010374659,0.00301310773770495,-0.0027000000000033,0,0,0,0,0,-2.47130005735715e-13,-0.00107615919907603,-0.000263869772964988,-7.94075395870025e-05,-7.22776074148747e-05,-8.84218419399672e-05,0,0,0,0,0,0
